title,date,body
像抓脱贫攻坚那样抓乡村振兴,2020-12-08,"
	习近平总书记深刻指出：“脱贫摘帽不是终点，而是新生活、新奋斗的起点。”实现贫困县全部脱贫摘帽，并不意味着全国脱贫攻坚目标任务已经全面完成。客观上看，在绝对贫困消除后，相对贫困仍然存在，返贫致贫的因素仍然存在。据有关数据，已脱贫人口中有近200万人存在返贫风险，边缘人口中还有近300万人存在致贫风险。形成新的工作思路，开展脱贫摘帽后的“接力跑”，跑出创新发展的“加速度”，是时代发展的必然要求。
	首先，建立机制，马不停蹄巩固脱贫攻坚成果。脱贫摘帽后，在当前疫情等多重风险因素叠加影响下，部分摘帽地区的困难可能增多，这就更需要巩固工作成果，防止返贫致贫。摘帽不摘责任、摘帽不摘帮扶，在工作中要坚持分类思维，因地制宜采取有效措施，重点提升防止返贫致贫工作能力，针对重点地区建立起精准识别风险、着力防范风险、有效化解风险的工作机制，为巩固脱贫成果提供坚实保障。
	其次，提升质量，锲而不舍营造良好发展环境。现代反贫困理论将贫困分为绝对贫困和相对贫困、生存贫困和发展贫困，注重通过增强自我发展能力消除贫困。这启示我们，要坚持以人民为中心，不断提升扶贫工作质量，强化精神扶贫，通过扶贫与扶志、扶智相结合，通过外部帮扶激发内生动力，不断提升贫困地区自力更生的意愿和能力，深化巩固脱贫攻坚成果。同时，要大力提升人力资本价值，激发创新活力，让创新创造成为脱贫地区搭上时代发展快车的有力推手。
	最后，立足长远，顺势而为促进战略升级。党的十九届五中全会明确提出，要“实现巩固拓展脱贫攻坚成果同乡村振兴有效衔接”，并作出了一系列工作部署。当前，我国整体贫困基本得到解决，贫困发生率显著降低，为推进扶贫脱贫战略衔接乡村振兴战略打下了基础。对接乡村振兴战略是实现长期稳定脱贫、防止返贫致贫的长远之道。这就要求建立长短结合、标本兼治的体制机制，积极贯彻新发展理念，着力构建新型产业结构和体系，推进全面脱贫与乡村振兴有效衔接，促进经济社会发展和群众生活改善，在分阶段分步骤推进乡村振兴，实现农业强、农村美、农民富战略目标的同时，深化巩固脱贫攻坚成果，创造经得起历史检验的成绩。
	"
【“十四五”新词典】“探索中国特色学徒制”,2020-12-04,"
	《中共中央关于制定国民经济和社会发展第十四个五年规划和二��三五年远景目标的建议》提出，要“加大人力资本投入，增强职业技术教育适应性，深化职普融通、产教融合、校企合作，探索中国特色学徒制，大力培养技术技能人才”。
	学徒制由来已久，是在学校教育普及之前人类社会技术传承的主要手段。现代学徒制是教育部根据《国务院关于加快发展现代职业教育的决定》，借鉴西方学徒制经验而在我国职业教育领域推行的一项试验，以校企双重主体育人为根本，以“学生”“学徒”双重身份为保证，以岗位成才为路径，是一种全新的深层次职业教育的工学结合人才培养形式。现代学徒制有利于促进行业、企业参与职业教育人才培养全过程，提高人才培养质量和针对性。我国在“十四五”时期将进一步强化各级政府统筹职业技术教育发展的责任，端正职业技术院校和教育培训机构办学方向，引导行业企业及社会各界支持职业技术教育。中国特色学徒制的建立和完善，将为抢占并巩固全球人才竞争制高点，全面建设社会主义现代化国家做好人力资源深度开发的基础准备。
	据统计，截至目前，全国有职业院校超过1.1万所，开设近千个专业和10万个专业点，每年向社会输送超过1000万名毕业生，建成了世界最大规模的职业教育体系。2015年至2020年上半年，全国范围内共有562个单位参与现代学徒制试点，覆盖了1000多个专业点，每年惠及9万余名学生（学徒）。不过，我国高端技术人才的缺口仍然较大，“十四五”时期，探索中国特色学徒制要面向社会需求进行体系建构，大力培养技术技能人才，增强职业技术教育适应性。
	学徒制要适应国家经济社会发展需要。中国特色学徒制是针对职业教育中学生所学滞后于社会需求开出的一剂良方。让职业教育“长入”经济、汇入生活、融入文化、渗入人心、进入议程，是“十四五”时期职业教育的发展方向。中国特色学徒制，要以创新创业能力培养为引领，让徒弟在师傅的带领下，逐步从掌握传统技能知识到具备创新创业创造、解决实际问题等综合能力。探索以应用为核心导向的人才培养模式，拓展到包括人文社会科学在内的更多专业和行业领域，为经济社会发展提供全方位支撑。
	学徒制要形成体系性的评价标准。伴随着5G、人工智能等技术加速发展，新时代职业技术教育应关注如何满足终身学习的需要。修订职业教育法，规定全国统一的职业技术教学办学标准，为开展学徒制培训提供标准化遵循，提高职业技术教育教学质量、教学实践，形成一套成熟的、可操作的评价体系。建立纵横交叉的管理体系，明确组织管理机构及其职责，使中国特色学徒制落地见效，有效保障学徒制高质量发展。
	学徒制要融合职业教育和普通高等教育。搭建我国职业技术教育和普通教育双向沟通的“立交桥”，推动各类学习型组织建设，建立健全国家资历框架和国家学分银行制度，推进职业技能等级证书和学历证书互通衔接，畅通多种成长成才新路径，逐渐形成能够覆盖人的全生命周期的学习型社会的“四梁八柱”。通过推动教育界与产业行业界形成合力，实现学历学位证书和职业资格证书有机联动、教育体系与培训体系相互融通，在横纵贯通的一体化框架体系下，实现广义上“同等学力”流动与互认。在教育理念、对象来源、培养模式、课程设置、学习年限、成绩评定等方面进一步增强灵活性和开放性，以更充分满足个人、行业企业以及经济社会发展的需要。
	"
一线视角：把先进制造业搞上去,2020-12-04,"
	
	不久前，世界经济论坛传来消息：作为全球先进制造业领军企业的灯塔工厂，中国已增至16家，成为全球拥有灯塔工厂最多的国家。
	作为规模化应用第四次工业革命技术的代表，灯塔工厂每年从全球制造企业中考察遴选新成员，不仅在数字化智能化等方面走在世界前沿，更能对市场需求作出快速反应，被视为全球最先进的工厂。入选的灯塔工厂，不仅引领制造业设定新基准，也为全球经济稳定复苏提供了驱动引擎。中国灯塔工厂从最初的5家发展到如今的16家，成为我国制造企业不断拥抱新技术、推进数字化的一个生动写照。
	《中共中央关于制定国民经济和社会发展第十四个五年规划和二��三五年远景目标的建议》提出，推动互联网、大数据、人工智能等同各产业深度融合，推动先进制造业集群发展，构建一批各具特色、优势互补、结构合理的战略性新兴产业增长引擎，培育新技术、新产品、新业态、新模式。制造业是实体经济的基础，是构筑未来发展战略优势的重要支撑。当前，我国正加快形成以国内大循环为主体、国内国际双循环相互促进的新发展格局。坚定推进产业转型升级，加强自主创新，发展高端制造、智能制造，把我国制造业和实体经济搞上去，才能使经济循环更加高效、更为可靠，为加快形成新发展格局贡献力量。
	持续升级的产业供给能力是实现强大国内循环的重要保证。铺展开我国灯塔工厂的全景图，不难发现，先进制造水平和创新技术已在服装、家电、电子元件、汽车制造等多个领域生根发芽，相关企业通过研发关键技术和强化数字能力，对传统产业链供应链进行柔性化改造，在扩大自身竞争优势的同时，带动和引领我国制造业转型升级。从长远看，在先进制造业方面建立优势，不仅有利于进一步扩大国内市场规模，还将提升产品的出口竞争力，促进国内外市场共同发展，培育我国参与新形势下国际竞争的产业优势。
